4|4|1|5|0|1010000001000001|
4|4|1|4|0|1101001000101000|
4|4|1|3|0|0010011001011001|
4|4|0|0|0|0010001010111100|
4|4|0|0|0|0110100101101100|
4|4|0|0|0|1000000000101001|
4|4|0|0|0|1110000101100100|
4|4|0|0|0|1111000010110100|
4|4|0|0|0|1100000000000001|
4|4|0|0|0|0111100000000001|
4|4|0|0|0|1000100101001001|
4|4|0|0|0|0101000000001000|
4|4|0|0|0|1100010001110010|
4|4|0|0|0|0111000100111010|
4|4|0|0|0|0100110100000101|
4|4|0|0|0|0001111000001000|
4|4|0|0|0|1000001000000011|
4|4|0|0|0|0100000100001010|
4|4|0|0|0|0010001100111110|
4|4|0|0|0|0001100000110100|
4|4|0|0|0|1001010000010011|
4|4|0|0|0|1001001110000101|
4|4|0|0|0|0001000011101010|
4|4|0|0|0|0001010010100100|
4|4|0|0|0|1011110101100100|
4|4|0|0|0|0010100000000001|
4|4|0|0|0|0110110000010110|
4|4|0|0|0|1000000100101011|
4|4|0|0|0|0011000100011111|
4|4|0|0|0|1010001000011010|
4|4|0|0|0|0001100011010101|
4|4|0|0|0|1110100110111110|
4|4|0|0|0|1011011100010100|
4|4|0|0|0|1100000000010100|
4|4|0|0|0|0100100110000010|
4|4|0|0|0|0010000100101101|
4|4|0|0|0|1100001000011010|
4|4|0|0|0|0010110101100100|
4|4|0|0|0|0001110011100001|
4|4|0|0|0|0001011110001001|
4|4|0|0|0|1111101000000001|
4|4|0|0|0|0011010001001101|
4|4|0|0|0|1010010010010010|
4|4|0|0|0|0001010001111000|
4|4|0|0|0|0111101000011000|
4|4|0|0|0|0001000010000100|
4|4|0|0|0|0100000101011000|
4|4|0|0|0|0010000100101011|
4|4|0|0|0|1001000000001110|
4|4|0|0|0|1100010100101000|
4|4|0|0|0|0101100111001011|
4|4|0|0|0|0100100100010010|
4|4|0|0|0|0100101100100101|
4|4|0|0|0|0001010110000001|
4|4|0|0|0|1010001000001101|
4|4|0|0|0|1011010000001101|
4|4|0|0|0|1000011101001100|
4|4|0|0|0|0100000000001011|
4|4|0|0|0|0010101000001101|
4|4|0|0|0|1100100010000111|
4|4|0|0|0|1010001100011000|
4|4|0|0|0|0001100100001000|
4|4|0|0|0|0010100100010110|
4|4|0|0|0|1010100001011000|
4|4|0|0|0|0100101101100010|
4|4|0|0|0|1110000010000001|
4|4|0|0|0|0011100001000111|
4|4|0|0|0|0100010000011010|
4|4|0|0|0|1010000100100010|
4|4|0|0|0|1000000100101111|
